company_name,website,representative,employees,founded,capital,type_url
株式会社ザ・チューブ,https://thetubegijutsu.wixsite.com/the-tube,代表取締役 谷島 裕一郎,約163名,1992年5月20日,"4,500万円",https://type.jp/job-company/38930/
システムスクエア株式会社,https://www.systemsquare.co.jp/,代表取締役社長 喜来 広司,300名（2025年4月）グループ全体450名,平成20年4月 （2008年4月）※創業,8700万円,https://type.jp/job-company/39310/
株式会社スミダパッケージ,https://www.sumida-p.co.jp/,代表取締役社長 栗田 稔昭,31名,1976年4月,"4,800万円",https://type.jp/job-company/39436/
セントラル警備保障株式会社【東証プライム上場企業】,https://www.we-are-csp.co.jp/,代表取締役執行役員社長 市川 東太郎,"3,995名（2026年2月末）",1966年3月,29億2400万円,https://type.jp/job-company/40066/
住友生命保険相互会社 東京東支社,https://www.sumitomolife.co.jp/,取締役代表執行役社長 高田 幸徳,"42,317名（職員10,406名、営業職員31,911名）（2024年度末）",1907年（明治40年）5月,,https://type.jp/job-company/40551/
株式会社三共消毒,https://sankyo-shodoku.com/,代表取締役社長 泉 敏夫,356名（2026年4月時点）★平均勤続年数12年！社員定着率は8～9割！,大正14年4月（1925年）,"6,500万円",https://type.jp/job-company/40898/
株式会社スリーエス【東証プライム上場グループ】,https://www.3-s.co.jp/,代表取締役社長 山村 直人,,昭和53年12月1日,"50,000,000円",https://type.jp/job-company/41121/
ソリューションアライブ株式会社,https://solutionalive.co.jp/biz/,代表取締役／小泉 淳,,2012年6月,800万円,https://type.jp/job-company/41352/
株式会社ＸＥＮＤＯＵ,https://xendou.co.jp/,代表取締役 大本 佳輝,,2023年6月,"2,000万円",https://type.jp/job-company/42243/
株式会社ジャコム,https://www.jacom.co.jp/,代表取締役 牧野 武志,194名（2026年4月現在）,1974年6月5日,"払込資本4,900万円／授権資本6,400万円",https://type.jp/job-company/42288/
株式会社セキュアイノベーション,https://www.secure-iv.co.jp/,代表取締役 栗田 智明,139名 ※2026年7月時点,2015年(平成27年)10月21日,"1億2,100万円（資本金1億100万円、資本準備金2,000万円）",https://type.jp/job-company/42293/
株式会社ストランザ,https://stransa.co.jp/,代表取締役 西島彰一,92名（2026年1月現在）,2013年5月15日,,https://type.jp/job-company/42799/
セントラル警備保障株式会社 東京事業部【東証上場】,https://www.we-are-csp.co.jp/,代表取締役執行役員社長 市川東太郎,3794名,1966年（昭和41年）3月10日,"29億2,400万円",https://type.jp/job-company/43103/
IBIモビリティグループ:旧ロイヤルリムジングループ<IBIモビリティ(株)/(株)Z>【合同募集】,https://z-mobility.co.jp/,代表取締役 鈴木 嘉規,,2021年5月,,https://type.jp/job-company/43212/
株式会社サンケーシステムズ,https://www.3ksystems.co.jp/index.php/info/,代表取締役 國府田 大樹,13人 (2026年8月期),2021年12月1日,"3,000,000円",https://type.jp/job-company/43320/
ソホビービー株式会社,https://www.sohobb.jp/,朱 力敏,44人(2026年4月時点),2006年4月,900万円,https://type.jp/job-company/43365/
ソラド株式会社,https://www.sorad.co.jp/,代表取締役 中嶋 諭,13名,2019年4月10日,800万円,https://type.jp/job-company/43645/
ＧＭＯメイクショップ株式会社【ポジションマッチ登録】,https://www.makeshop.co.jp/,代表取締役社長CEO 向畑憲良,199名（2026年1月31日時点）※派遣・業務委託を除く直接雇用の人数,2004年9月22日,"5,000万円",https://type.jp/job-company/43774/
ＧＭＯメイクショップ株式会社,https://www.makeshop.co.jp/,代表取締役社長CEO 向畑憲良,,2004年9月22日,"5,000万円",https://type.jp/job-company/43779/
新日本ビルメンテナンス株式会社,https://shinnihon-bm.jp/,代表取締役 西川 安樹,200名（グループ全体：1207名）,2015年4月,3000万円,https://type.jp/job-company/44068/
有限会社新陶工業,https://www.shintokogyo.co.jp/,代表取締役 関 昌弘,,2001年5月,,https://type.jp/job-company/44246/
スパイシーソフト株式会社,https://www.spicysoft.com/,代表 山田元康,,1999年11月30日,"10,000,000円",https://type.jp/job-company/44377/
セイコーソリューションズ株式会社,https://www.seiko-sol.co.jp/,代表取締役社長 関根 淳,"（単独）720名／（連結）1,795名 ※2026年4月1日現在",2012年（平成24年）12月13日,5億円,https://type.jp/job-company/44493/
C-TEC株式会社/B・TEC株式会社/S・TEC株式会社【合同募集】,https://www.ctec-ltd.com/,代表取締役 市川 雅也／代表取締役 新倉孝二／代表取締役 林田喜一郎,,2016年6月／ 2017年6月／2008年8月,"6,000,000円／ 80,000,000円／8,000,000円",https://type.jp/job-company/44540/
株式会社埼玉丸山工務所,,代表取締役 本多 広,30名,1987年10月,20百万円,https://type.jp/job-company/44762/
ゼロプライド株式会社,https://z-pride.com/,代表取締役 小國 真,120名,2019年2月15日,"20,000,000円",https://type.jp/job-company/44776/
GMOコネクトHR株式会社【GMOインターネットグループ】,https://gmo-connect-hr.jp/company/,代表取締役社長 村上 和彦,320名（2026年7月時点）,2024年6月,"1,000万円",https://type.jp/job-company/45002/
株式会社Stech&Co.,https://stech-and-co.com/,代表取締役社長 森川 剛,25名（グループ全体）,2024年9月,500万円,https://type.jp/job-company/45162/
サイネット株式会社,https://www.cynet.co.jp/,山路 熟,200名,1994年 1月,6000万円,https://type.jp/job-company/45209/
鈴与株式会社【ポジションマッチ登録】,https://www.suzuyo.co.jp/,代表取締役会長 鈴木与平 ／ 代表取締役社長 鈴木 健一郎,"1,168人（2025年8月31日現在）",創業1801年 ／ 創立1936年,10億円,https://type.jp/job-company/45329/
株式会社ジェイアール東日本企画,https://www.jeki.co.jp/,代表取締役社長 石川 明彦,"1,200人(2025年4月現在)",1988年5月9日,"15億5,000万円",https://type.jp/job-company/45379/
株式会社新電気,https://www.sindenki.co.jp/,代表取締役 西藤 輝,,1977年8月（創立1973年3月）,"3,000万円",https://type.jp/job-company/45411/
新星自動車株式会社,https://www.sinsei-t.jp/,代表取締役社長 上埜 隆太郎,208名,1953年（昭和28年）6月29日,"2,000万円",https://type.jp/job-company/45463/
新星冷蔵工業株式会社,,代表取締役社長 関 勝,,1947年4月,5420万円,https://type.jp/job-company/45473/
株式会社サンリオ,http://www.sanrio.co.jp/,代表取締役社長／辻 朋邦,"2,162名（正社員・嘱託・専任・シニア・契約・アルバイ ト含む）",1960年8月10日,"10,261百万円（2024年1月17日現在）",https://type.jp/job-company/45775/
株式会社シスコム・テクノロジー,https://sys-tc.co.jp/,代表取締役 保木本 朗,114名 (2025年2月現在),1988年6月,"1,000万円",https://type.jp/job-company/46082/
株式会社サイヨウブ,https://www.saiyoubu.co.jp/,土屋範夫,,2011年1月4日,"8,000,000円",https://type.jp/job-company/46111/
株式会社サクセスストーリー,https://success-story.co.jp/,代表取締役 小林 大祐,25名,2021年9月1日,"5,000,000円",https://type.jp/job-company/46347/
有限会社品川配ぜん人紹介所【東証グロース上場グループ】,https://shinagawa-haizen-saiyo.jp/-/top/index.html,柿崎 淳,,1970年,,https://type.jp/job-company/46400/
株式会社Ｃ３【ライト通信グループ】,https://c3-cthree.com/,代表者 竹野 和茂,530名（グループ総従業員数）,2010年11月,3億9580万円（グループ総資本金）,https://type.jp/job-company/46598/
株式会社ジーデップ・アドバンス【東証スタンダード市場】,https://www.gdep.co.jp/lp-gat/,代表取締役CEO 飯野 匡道,34名（2026年5月期）,2016年1月15日,2億9488万円,https://type.jp/job-company/46665/
株式会社Ｃ Ａｄｄｉｔｉｏｎ,https://c-addi.co.jp/,代表取締役 遠藤健太／取締役社長 村松浩介,10名,2022年10月3日,500万円,https://type.jp/job-company/46899/
有限会社さくら亭/有限会社スリーハンドレッドバー【合同募集】,https://www.sakuratei.co.jp/,有限会社さくら亭：取締役 吉崎 京子／有限会社スリーハンドレッドバー：代表者 九十九和子,有限会社さくら亭：43名（パート含む）／有限会社スリーハンドレッドバー：30名,有限会社さくら亭：1996年／有限会社スリーハンドレッドバー：1992年,,https://type.jp/job-company/46920/
株式会社Ciel Zero システム事業本部 システム技術部,,代表取締役 上本 裕介,650名,2025年1月31日,"60,000,000円",https://type.jp/job-company/46982/
株式会社シンクラン/株式会社TEAMS【合同募集】,,株式会社シンクラン：代表取締役社長 鶴賀 大輔／株式会社TEAMS：代表取締役社長 鶴賀 裕行,"グループ計：3,391名（2024年12月15日現在）",株式会社シンクラン：1971年10月28日／株式会社TEAMS：2017年3月30日,,https://type.jp/job-company/47026/
ソマックス株式会社,https://www.somax.co.jp/,代表取締役 冨田 和巨,44名,1991年（平成3年）6月26日,"5,000万円",https://type.jp/job-company/47381/
株式会社SmartHR,,代表取締役 芹澤 雅人,,2013年01月23日,,https://type.jp/job-company/47527/
株式会社サクラハウス、有限会社サクラホテル【合同募集】,https://ja.sakura-hotel.co.jp/,有限会社サクラホテル：九十九 章之／株式会社サクラハウス：九十九 華子,,有限会社サクラホテル：1989年／株式会社サクラハウス：1986年,"有限会社サクラホテル：3,000,000円／株式会社サクラハウス：10,000,000円",https://type.jp/job-company/47732/
株式会社湘南ハウジング,https://www.shonan-housing.com/,代表取締役 金子晋也,20名,1973年5月,"10,000,000円",https://type.jp/job-company/47772/
シンプレクス・ホールディングス株式会社【ポジションマッチ登録】,https://www.simplex.holdings/,代表取締役社長 金子 英樹,"2,121名（2026年4月1日現在）",設立年月日：2016年12月1日（事業再編により新設）、創業年月日：1997年9月16日,"1,518百万円（2026年3月31日現在）",https://type.jp/job-company/47778/
ＣＩＳ合同会社,https://cis-gk.com/ja,代表社員 磯崎 和也,,2021年 12月,,https://type.jp/job-company/48163/
株式会社ＳｙｎｅｒｇｙＥｆｆｅｃｔ,https://synergy-effect.jp/,鰐部 雄介,,2023年2月1日,"1,000,000円",https://type.jp/job-company/48222/
株式会社JAM,,代表取締役 田平 千雪,平均年齢／26歳,2024年1月,,https://type.jp/job-company/48302/
株式会社ＴＨＥＯ ＴＥＣ,https://theotech.jp/,代表取締役 加藤 文大,90名（2026年7月現在）,2023年12月,"2,000万円",https://type.jp/job-company/48435/
株式会社ＳＥＺＯ,https://sezo.co.jp/,代表取締役 黒明 慶吾,,2025年4月,"1,441万円（資本準備金含む）",https://type.jp/job-company/48477/
住友生命保険相互会社 名古屋支社 中川新栄支部・名古屋支部,https://www.sumitomolife.co.jp/,取締役代表執行役社長 高田 幸徳,"42,317名（職員10,406名、営業職員31,911名）（2024年度末）",創業：1907年5月,,https://type.jp/job-company/48547/
株式会社サムシス,https://sumsys.co.jp/,代表取締役 小林将基,,2025年,300万円,https://type.jp/job-company/48802/
サイオステクノロジー株式会社/サイオス株式会社/サンディブルー株式会社【サイオスグループ合同募集】,https://www.sios.com/ja/,,,1997年5月（サイオス株式会社）,,https://type.jp/job-company/48825/
株式会社ＳＴＡＲ ＣＡＲＥＥＲ,https://star-career.co.jp/,代表取締役／保坂 龍政,平均年齢／27歳,2016年5月,4000万円,https://type.jp/job-company/48840/
スターゼン株式会社,https://www.starzen.co.jp/,代表取締役社長 横田 和彦,"2,783名（2025年3月末時点）",1948年6月17日,"116億5,827万円",https://type.jp/job-company/48876/
住友不動産ヴィラフォンテーヌ株式会社,,代表取締役 小森 智之,"1,010名（2026年1月時点）",1978年2月7日,5000万円,https://type.jp/job-company/49072/
